frame,mame_signature,native_signature,course_index,course_state,course_offset,activation_8_8,match
2236,large[26d0 x=7160] large[2700 x=8d60],large[26d0 x=7160] large[2700 x=8d60],09,ee,5e,7de0,1
2237,large[26d0 x=7210] large[2700 x=8e10],large[26d0 x=7210] large[2700 x=8e10],09,ee,5e,7e90,1
2238,large[26d0 x=72c0] large[2700 x=8ec0],large[26d0 x=72c0] large[2700 x=8ec0],09,ee,5e,7f40,1
2239,large[26d0 x=7370] large[2700 x=8f70],large[26d0 x=7370] large[2700 x=8f70],09,ee,5e,7ff0,1
2240,large[26d0 x=7420] large[2700 x=9020],large[26d0 x=7420] large[2700 x=9020],09,ee,5e,80a0,1
2241,large[26d0 x=74d0] large[2700 x=90d0],large[26d0 x=74d0] large[2700 x=90d0],09,ee,5e,8150,1
2242,large[26d0 x=7580] large[2700 x=9180],large[26d0 x=7580] large[2700 x=9180],09,ee,5e,8200,1
2243,large[26d0 x=7630] large[2700 x=9230],large[26d0 x=7630] large[2700 x=9230],09,ee,5e,82b0,1
2244,large[26d0 x=76e0] large[2700 x=92e0],large[26d0 x=76e0] large[2700 x=92e0],09,ee,5e,8360,1
2245,large[26d0 x=7790] large[2700 x=9390],large[26d0 x=7790] large[2700 x=9390],09,ee,5e,8410,1
2246,large[26d0 x=7840] large[2700 x=9440],large[26d0 x=7840] large[2700 x=9440],09,ee,5e,84c0,1
2247,large[26d0 x=78f0] large[2700 x=94f0],large[26d0 x=78f0] large[2700 x=94f0],09,ee,5e,8570,1
2248,large[26d0 x=79a0] large[2700 x=95a0],large[26d0 x=79a0] large[2700 x=95a0],09,ee,5e,8620,1
2249,large[26d0 x=7a50] large[2700 x=9650],large[26d0 x=7a50] large[2700 x=9650],09,ee,5e,86d0,1
2250,large[26d0 x=7b00] large[2700 x=9700],large[26d0 x=7b00] large[2700 x=9700],09,ee,5e,8780,1
2251,large[26d0 x=7bb0] large[2700 x=97b0],large[26d0 x=7bb0] large[2700 x=97b0],09,ee,5e,8830,1
2252,large[26d0 x=7c60] large[2700 x=9860],large[26d0 x=7c60] large[2700 x=9860],09,ee,5e,88e0,1
2253,large[26d0 x=7d10] large[2700 x=9910],large[26d0 x=7d10] large[2700 x=9910],09,ee,5e,8990,1
2254,large[26d0 x=7dc0] large[2700 x=99c0],large[26d0 x=7dc0] large[2700 x=99c0],09,ee,5e,8a40,1
2255,large[26d0 x=7e70] large[2700 x=9a70],large[26d0 x=7e70] large[2700 x=9a70],09,ee,5e,8af0,1
2256,large[26d0 x=7f20] large[2700 x=9b20],large[26d0 x=7f20] large[2700 x=9b20],09,ee,5e,8ba0,1
2257,large[26d0 x=7fd0] large[2700 x=9bd0],large[26d0 x=7fd0] large[2700 x=9bd0],09,ee,5e,8c50,1
2258,large[26d0 x=8080] large[2700 x=9c80],large[26d0 x=8080] large[2700 x=9c80],09,ee,5e,8d00,1
2259,large[26d0 x=8130] large[2700 x=9d30],large[26d0 x=8130] large[2700 x=9d30],09,ee,5e,8db0,1
2260,large[26d0 x=81e0] large[2700 x=9de0],large[26d0 x=81e0] large[2700 x=9de0],09,ee,5e,8e60,1
2261,large[26d0 x=8290] large[2700 x=9e90],large[26d0 x=8290] large[2700 x=9e90],09,ee,5e,8f10,1
2262,large[26d0 x=8340] large[2700 x=9f40],large[26d0 x=8340] large[2700 x=9f40],09,ee,5e,8fc0,1
2263,large[26d0 x=83f0] large[2700 x=9ff0],large[26d0 x=83f0] large[2700 x=9ff0],09,ee,5e,9070,1
2264,large[26d0 x=84a0] large[2700 x=a0a0],large[26d0 x=84a0] large[2700 x=a0a0],09,ee,5e,9120,1
2265,large[26d0 x=8550] large[2700 x=a150],large[26d0 x=8550] large[2700 x=a150],09,ee,5e,91d0,1
2266,large[26d0 x=8600] large[2700 x=a200],large[26d0 x=8600] large[2700 x=a200],09,ee,5e,9280,1
2267,large[26d0 x=86b0] large[2700 x=a2b0],large[26d0 x=86b0] large[2700 x=a2b0],09,ee,5e,9330,1
2268,large[26d0 x=8760] large[2700 x=a360],large[26d0 x=8760] large[2700 x=a360],09,ee,5e,93e0,1
2269,large[26d0 x=8810] large[2700 x=a410],large[26d0 x=8810] large[2700 x=a410],09,ee,5e,9490,1
2270,large[26d0 x=88c0] large[2700 x=a4c0],large[26d0 x=88c0] large[2700 x=a4c0],09,ee,5e,9540,1
2271,large[26d0 x=8970] large[2700 x=a570],large[26d0 x=8970] large[2700 x=a570],09,ee,5e,95f0,1
2272,large[26d0 x=8a20] large[2700 x=a620],large[26d0 x=8a20] large[2700 x=a620],09,ee,5e,96a0,1
2273,large[26d0 x=8ad0] large[2700 x=a6d0],large[26d0 x=8ad0] large[2700 x=a6d0],09,ee,5e,9750,1
2274,large[26d0 x=8b80] large[2700 x=a780],large[26d0 x=8b80] large[2700 x=a780],09,ee,5e,9800,1
2275,large[26d0 x=8c30] large[2700 x=a830],large[26d0 x=8c30] large[2700 x=a830],09,ee,5e,98b0,1
2276,large[26d0 x=8ce0] large[2700 x=a8e0],large[26d0 x=8ce0] large[2700 x=a8e0],09,ee,5e,9960,1
2277,large[26d0 x=8d90] large[2700 x=a990],large[26d0 x=8d90] large[2700 x=a990],09,ee,5e,9a10,1
2278,large[26d0 x=8e40] large[2700 x=aa40],large[26d0 x=8e40] large[2700 x=aa40],09,ee,5e,9ac0,1
2279,large[26d0 x=8ef0] large[2700 x=aaf0],large[26d0 x=8ef0] large[2700 x=aaf0],09,ee,5e,9b70,1
2280,large[26d0 x=8fa0] large[2700 x=aba0],large[26d0 x=8fa0] large[2700 x=aba0],09,ee,5e,9c20,1
2281,large[26d0 x=9050] large[2700 x=ac50],large[26d0 x=9050] large[2700 x=ac50],09,ee,5e,9cd0,1
2282,large[26d0 x=9100] large[2700 x=ad00],large[26d0 x=9100] large[2700 x=ad00],09,ee,5e,9d80,1
2283,large[26d0 x=91b0] large[2700 x=adb0],large[26d0 x=91b0] large[2700 x=adb0],09,ee,5e,9e30,1
2284,large[26d0 x=9260] large[2700 x=ae60],large[26d0 x=9260] large[2700 x=ae60],09,ee,5e,9ee0,1
2285,large[26d0 x=9310] large[2700 x=af10],large[26d0 x=9310] large[2700 x=af10],09,ee,5e,9f90,1
2286,large[26d0 x=93c0] large[2700 x=afc0],large[26d0 x=93c0] large[2700 x=afc0],09,ee,5e,a040,1
2287,large[26d0 x=9470] large[2700 x=b070],large[26d0 x=9470] large[2700 x=b070],09,ee,5e,a0f0,1
2288,large[26d0 x=9520] large[2700 x=b120],large[26d0 x=9520] large[2700 x=b120],09,ee,5e,a1a0,1
2289,large[26d0 x=95d0] large[2700 x=b1d0],large[26d0 x=95d0] large[2700 x=b1d0],09,ee,5e,a250,1
2290,large[26d0 x=9680] large[2700 x=b280],large[26d0 x=9680] large[2700 x=b280],09,ee,5e,a300,1
2291,large[26d0 x=9730] large[2700 x=b330],large[26d0 x=9730] large[2700 x=b330],09,ee,5e,a3b0,1
2292,large[26d0 x=97e0] large[2700 x=b3e0],large[26d0 x=97e0] large[2700 x=b3e0],09,ee,5e,a460,1
2293,large[26d0 x=9890] large[2700 x=b490],large[26d0 x=9890] large[2700 x=b490],09,ee,5e,a510,1
2294,large[26d0 x=9940] large[2700 x=b540],large[26d0 x=9940] large[2700 x=b540],09,ee,5e,a5c0,1
2295,large[26d0 x=99f0] large[2700 x=b5f0],large[26d0 x=99f0] large[2700 x=b5f0],09,ee,5e,a670,1
2296,large[26d0 x=9aa0] large[2700 x=b6a0],large[26d0 x=9aa0] large[2700 x=b6a0],09,ee,5e,a720,1
2297,large[26d0 x=9b50] large[2700 x=b750],large[26d0 x=9b50] large[2700 x=b750],09,ee,5e,a7d0,1
2298,large[26d0 x=9c00] large[2700 x=b800],large[26d0 x=9c00] large[2700 x=b800],09,ee,5e,a880,1
2299,large[26d0 x=9cb0] large[2700 x=b8b0],large[26d0 x=9cb0] large[2700 x=b8b0],09,ee,5e,a930,1
2300,large[26d0 x=9d60] large[2700 x=b960],large[26d0 x=9d60] large[2700 x=b960],09,ee,5e,a9e0,1
2301,large[26d0 x=9e10] large[2700 x=ba10],large[26d0 x=9e10] large[2700 x=ba10],09,ee,5e,aa90,1
2302,large[26d0 x=9ec0] large[2700 x=bac0],large[26d0 x=9ec0] large[2700 x=bac0],09,ee,5e,ab40,1
2303,large[26d0 x=9f70] large[2700 x=bb70],large[26d0 x=9f70] large[2700 x=bb70],09,ee,5e,abf0,1
2304,large[26d0 x=a020] large[2700 x=bc20],large[26d0 x=a020] large[2700 x=bc20],09,ee,5e,aca0,1
2305,large[26d0 x=a0d0] large[2700 x=bcd0],large[26d0 x=a0d0] large[2700 x=bcd0],09,ee,5e,ad50,1
2306,large[26d0 x=a180] large[2700 x=bd80],large[26d0 x=a180] large[2700 x=bd80],09,ee,5e,ae00,1
2307,large[26d0 x=a230] large[2700 x=be30],large[26d0 x=a230] large[2700 x=be30],09,ee,5e,aeb0,1
2308,large[26d0 x=a2e0] large[2700 x=bee0],large[26d0 x=a2e0] large[2700 x=bee0],09,ee,5e,af60,1
2309,large[26d0 x=a390] large[2700 x=bf90],large[26d0 x=a390] large[2700 x=bf90],09,ee,5e,b010,1
2310,large[26d0 x=a440] large[2700 x=c040],large[26d0 x=a440] large[2700 x=c040],09,ee,5e,b0c0,1
2311,large[26d0 x=a4f0] large[2700 x=c0f0],large[26d0 x=a4f0] large[2700 x=c0f0],09,ee,5e,b170,1
2312,large[26d0 x=a5a0] large[2700 x=c1a0],large[26d0 x=a5a0] large[2700 x=c1a0],09,ee,5e,b220,1
2313,large[26d0 x=a650] large[2700 x=c250],large[26d0 x=a650] large[2700 x=c250],09,ee,5e,b2d0,1
2314,large[26d0 x=a700] large[2700 x=c300],large[26d0 x=a700] large[2700 x=c300],09,ee,5e,b380,1
2315,large[26d0 x=a7b0] large[2700 x=c3b0],large[26d0 x=a7b0] large[2700 x=c3b0],09,ee,5e,b430,1
2316,large[26d0 x=a860] large[2700 x=c460],large[26d0 x=a860] large[2700 x=c460],09,ee,5e,b4e0,1
2317,large[26d0 x=a910] large[2700 x=c510],large[26d0 x=a910] large[2700 x=c510],09,ee,5e,b590,1
2318,large[26d0 x=a9c0] large[2700 x=c5c0],large[26d0 x=a9c0] large[2700 x=c5c0],09,ee,5e,b640,1
2319,large[26d0 x=aa70] large[2700 x=c670],large[26d0 x=aa70] large[2700 x=c670],09,ee,5e,b6f0,1
2320,large[26d0 x=ab20] large[2700 x=c720],large[26d0 x=ab20] large[2700 x=c720],09,ee,5e,b7a0,1
2321,large[26d0 x=abd0] large[2700 x=c7d0],large[26d0 x=abd0] large[2700 x=c7d0],09,ee,5e,b850,1
2322,large[26d0 x=ac80] large[2700 x=c880],large[26d0 x=ac80] large[2700 x=c880],09,ee,5e,b900,1
2323,large[26d0 x=ad30] large[2700 x=c930],large[26d0 x=ad30] large[2700 x=c930],09,ee,5e,b9b0,1
2324,large[26d0 x=ade0] large[2700 x=c9e0],large[26d0 x=ade0] large[2700 x=c9e0],09,ee,5e,ba60,1
2325,large[26d0 x=ae90] large[2700 x=ca90],large[26d0 x=ae90] large[2700 x=ca90],09,ee,5e,bb10,1
2326,large[26d0 x=af40] large[2700 x=cb40],large[26d0 x=af40] large[2700 x=cb40],09,ee,5e,bbc0,1
2327,large[26d0 x=aff0] large[2700 x=cbf0],large[26d0 x=aff0] large[2700 x=cbf0],09,ee,5e,bc70,1
2328,large[26d0 x=b0a0] large[2700 x=cca0],large[26d0 x=b0a0] large[2700 x=cca0],09,ee,5e,bd20,1
2329,large[26d0 x=b150] large[2700 x=cd50],large[26d0 x=b150] large[2700 x=cd50],09,ee,5e,bdd0,1
2330,large[26d0 x=b200] large[2700 x=ce00],large[26d0 x=b200] large[2700 x=ce00],09,ee,5e,be80,1
2331,large[26d0 x=b2b0] large[2700 x=ceb0],large[26d0 x=b2b0] large[2700 x=ceb0],09,ee,5e,bf30,1
2332,large[26d0 x=b360] large[2700 x=cf60],large[26d0 x=b360] large[2700 x=cf60],09,ee,5e,bfe0,1
2333,large[26d0 x=b410] large[2700 x=d010],large[26d0 x=b410] large[2700 x=d010],09,ee,5e,c090,1
2334,large[26d0 x=b4c0] large[2700 x=d0c0],large[26d0 x=b4c0] large[2700 x=d0c0],09,ee,5e,c140,1
2335,large[26d0 x=b570] large[2700 x=d170],large[26d0 x=b570] large[2700 x=d170],09,ee,5e,c1f0,1
2336,large[26d0 x=b620] large[2700 x=d220],large[26d0 x=b620] large[2700 x=d220],09,ee,5e,c2a0,1
2337,large[26d0 x=b6d0] large[2700 x=d2d0],large[26d0 x=b6d0] large[2700 x=d2d0],09,ee,5e,c350,1
2338,large[26d0 x=b780] large[2700 x=d380],large[26d0 x=b780] large[2700 x=d380],09,ee,5e,c400,1
2339,large[26d0 x=b830] large[2700 x=d430],large[26d0 x=b830] large[2700 x=d430],09,ee,5e,c4b0,1
2340,large[26d0 x=b8e0] large[2700 x=d4e0],large[26d0 x=b8e0] large[2700 x=d4e0],09,ee,5e,c560,1
2341,large[26d0 x=b990] large[2700 x=d590],large[26d0 x=b990] large[2700 x=d590],09,ee,5e,c610,1
2342,large[26d0 x=ba40] large[2700 x=d640],large[26d0 x=ba40] large[2700 x=d640],09,ee,5e,c6c0,1
2343,large[26d0 x=baf0] large[2700 x=d6f0],large[26d0 x=baf0] large[2700 x=d6f0],09,ee,5e,c770,1
2344,large[26d0 x=bba0] large[2700 x=d7a0],large[26d0 x=bba0] large[2700 x=d7a0],09,ee,5e,c820,1
2345,large[26d0 x=bc50] large[2700 x=d850],large[26d0 x=bc50] large[2700 x=d850],09,ee,5e,c8d0,1
2346,large[26d0 x=bd00] large[2700 x=d900],large[26d0 x=bd00] large[2700 x=d900],09,ee,5e,c980,1
2347,large[26d0 x=bdb0] large[2700 x=d9b0],large[26d0 x=bdb0] large[2700 x=d9b0],09,ee,5e,ca30,1
2348,large[26d0 x=be60] large[2700 x=da60],large[26d0 x=be60] large[2700 x=da60],09,ee,5e,cae0,1
2349,large[26d0 x=bf10] large[2700 x=db10],large[26d0 x=bf10] large[2700 x=db10],09,ee,5e,cb90,1
2350,large[26d0 x=bfc0] large[2700 x=dbc0],large[26d0 x=bfc0] large[2700 x=dbc0],09,ee,5e,cc40,1
2351,large[26d0 x=c070] large[2700 x=dc70],large[26d0 x=c070] large[2700 x=dc70],09,ee,5e,ccf0,1
2352,large[26d0 x=c120] large[2700 x=dd20],large[26d0 x=c120] large[2700 x=dd20],09,ee,5e,cda0,1
2353,large[26d0 x=c1d0] large[2700 x=ddd0],large[26d0 x=c1d0] large[2700 x=ddd0],09,ee,5e,ce50,1
2354,large[26d0 x=c280] large[2700 x=de80],large[26d0 x=c280] large[2700 x=de80],09,ee,5e,cf00,1
2355,large[26d0 x=c330] large[2700 x=df30],large[26d0 x=c330] large[2700 x=df30],09,ee,5e,cfb0,1
2356,large[26d0 x=c3e0] large[2700 x=dfe0],large[26d0 x=c3e0] large[2700 x=dfe0],09,ee,5e,d060,1
2357,large[26d0 x=c490] large[2700 x=e090],large[26d0 x=c490] large[2700 x=e090],09,ee,5e,d110,1
2358,large[26d0 x=c540] large[2700 x=e140],large[26d0 x=c540] large[2700 x=e140],09,ee,5e,d1c0,1
2359,large[26d0 x=c5f0] large[2700 x=e1f0],large[26d0 x=c5f0] large[2700 x=e1f0],09,ee,5e,d270,1
2360,large[26d0 x=c6a0] large[2700 x=e2a0],large[26d0 x=c6a0] large[2700 x=e2a0],09,ee,5e,d320,1
2361,large[26d0 x=c750] large[2700 x=e350],large[26d0 x=c750] large[2700 x=e350],09,ee,5e,d3d0,1
2362,large[26d0 x=c800] large[2700 x=e400],large[26d0 x=c800] large[2700 x=e400],09,ee,5e,d480,1
2363,large[26d0 x=c8b0] large[2700 x=e4b0],large[26d0 x=c8b0] large[2700 x=e4b0],09,ee,5e,d530,1
2364,large[26d0 x=c830] large[2700 x=e430],large[26d0 x=c830] large[2700 x=e430],09,ee,5e,d4b0,1
2365,large[26d0 x=c7b0] large[2700 x=e3b0],large[26d0 x=c7b0] large[2700 x=e3b0],09,ee,5e,d430,1
2366,large[26d0 x=c730] large[2700 x=e330],large[26d0 x=c730] large[2700 x=e330],09,ee,5e,d3b0,1
2367,large[26d0 x=c6b0] large[2700 x=e2b0],large[26d0 x=c6b0] large[2700 x=e2b0],09,ee,5e,d330,1
2368,large[26d0 x=c4b0] large[2700 x=e0b0],large[26d0 x=c4b0] large[2700 x=e0b0],09,ee,5e,d130,1
2369,large[26d0 x=c2b0] large[2700 x=deb0],large[26d0 x=c2b0] large[2700 x=deb0],09,ee,5e,cf30,1
2370,large[26d0 x=c0b0] large[2700 x=dcb0],large[26d0 x=c0b0] large[2700 x=dcb0],09,ee,5e,cd30,1
2371,large[26d0 x=beb0] large[2700 x=dab0],large[26d0 x=beb0] large[2700 x=dab0],09,ee,5e,cb30,1
2372,large[26d0 x=bcb0] large[2700 x=d8b0],large[26d0 x=bcb0] large[2700 x=d8b0],09,ee,5e,c930,1
2373,large[26d0 x=bab0] large[2700 x=d6b0],large[26d0 x=bab0] large[2700 x=d6b0],09,ee,5e,c730,1
2374,large[26d0 x=b8b0] large[2700 x=d4b0],large[26d0 x=b8b0] large[2700 x=d4b0],09,ee,5e,c530,1
2375,large[26d0 x=b6b0] large[2700 x=d2b0],large[26d0 x=b6b0] large[2700 x=d2b0],09,ee,5e,c330,1
2376,large[26d0 x=b4b0] large[2700 x=d0b0],large[26d0 x=b4b0] large[2700 x=d0b0],09,ee,5e,c130,1
2377,large[26d0 x=b2b0] large[2700 x=ceb0],large[26d0 x=b2b0] large[2700 x=ceb0],09,ee,5e,bf30,1
2378,large[26d0 x=b0b0] large[2700 x=ccb0],large[26d0 x=b0b0] large[2700 x=ccb0],09,ee,5e,bd30,1
2379,large[26d0 x=aeb0] large[2700 x=cab0],large[26d0 x=aeb0] large[2700 x=cab0],09,ee,5e,bb30,1
2380,large[26d0 x=acb0] large[2700 x=c8b0],large[26d0 x=acb0] large[2700 x=c8b0],09,ee,5e,b930,1
2381,large[26d0 x=aab0] large[2700 x=c6b0],large[26d0 x=aab0] large[2700 x=c6b0],09,ee,5e,b730,1
2382,large[26d0 x=a8b0] large[2700 x=c4b0],large[26d0 x=a8b0] large[2700 x=c4b0],09,ee,5e,b530,1
2383,large[26d0 x=a6b0] large[2700 x=c2b0],large[26d0 x=a6b0] large[2700 x=c2b0],09,ee,5e,b330,1
2384,large[26d0 x=a4b0] large[2700 x=c0b0],large[26d0 x=a4b0] large[2700 x=c0b0],09,ee,5e,b130,1
2385,large[26d0 x=a2b0] large[2700 x=beb0],large[26d0 x=a2b0] large[2700 x=beb0],09,ee,5e,af30,1
2386,large[26d0 x=a0b0] large[2700 x=bcb0],large[26d0 x=a0b0] large[2700 x=bcb0],09,ee,5e,ad30,1
2387,large[26d0 x=9eb0] large[2700 x=bab0],large[26d0 x=9eb0] large[2700 x=bab0],09,ee,5e,ab30,1
2388,large[26d0 x=9cb0] large[2700 x=b8b0],large[26d0 x=9cb0] large[2700 x=b8b0],09,ee,5e,a930,1
2389,large[26d0 x=9ab0] large[2700 x=b6b0],large[26d0 x=9ab0] large[2700 x=b6b0],09,ee,5e,a730,1
2390,large[26d0 x=98b0] large[2700 x=b4b0],large[26d0 x=98b0] large[2700 x=b4b0],09,ee,5e,a530,1
2391,large[26d0 x=96b0] large[2700 x=b2b0],large[26d0 x=96b0] large[2700 x=b2b0],09,ee,5e,a330,1
2392,large[26d0 x=94b0] large[2700 x=b0b0],large[26d0 x=94b0] large[2700 x=b0b0],09,ee,5e,a130,1
2393,large[26d0 x=92b0] large[2700 x=aeb0],large[26d0 x=92b0] large[2700 x=aeb0],09,ee,5e,9f30,1
2394,large[26d0 x=90b0] large[2700 x=acb0],large[26d0 x=90b0] large[2700 x=acb0],09,ee,5e,9d30,1
2395,large[26d0 x=8eb0] large[2700 x=aab0],large[26d0 x=8eb0] large[2700 x=aab0],09,ee,5e,9b30,1
2396,large[26d0 x=8e30] large[2700 x=aa30],large[26d0 x=8e30] large[2700 x=aa30],09,ee,5e,9ab0,1
2397,large[26d0 x=8db0] large[2700 x=a9b0],large[26d0 x=8db0] large[2700 x=a9b0],09,ee,5e,9a30,1
2398,large[26d0 x=8d30] large[2700 x=a930],large[26d0 x=8d30] large[2700 x=a930],09,ee,5e,99b0,1
2399,large[26d0 x=8cb0] large[2700 x=a8b0],large[26d0 x=8cb0] large[2700 x=a8b0],09,ee,5e,9930,1
2400,large[26d0 x=8c30] large[2700 x=a830],large[26d0 x=8c30] large[2700 x=a830],09,ee,5e,98b0,1
2401,large[26d0 x=8bb0] large[2700 x=a7b0],large[26d0 x=8bb0] large[2700 x=a7b0],09,ee,5e,9830,1
2402,large[26d0 x=8b30] large[2700 x=a730],large[26d0 x=8b30] large[2700 x=a730],09,ee,5e,97b0,1
2403,large[26d0 x=8ab0] large[2700 x=a6b0],large[26d0 x=8ab0] large[2700 x=a6b0],09,ee,5e,9730,1
2404,large[26d0 x=8a30] large[2700 x=a630],large[26d0 x=8a30] large[2700 x=a630],09,ee,5e,96b0,1
2405,large[26d0 x=89b0] large[2700 x=a5b0],large[26d0 x=89b0] large[2700 x=a5b0],09,ee,5e,9630,1
2406,large[26d0 x=8930] large[2700 x=a530],large[26d0 x=8930] large[2700 x=a530],09,ee,5e,95b0,1
2407,large[26d0 x=88b0] large[2700 x=a4b0],large[26d0 x=88b0] large[2700 x=a4b0],09,ee,5e,9530,1
2408,large[26d0 x=8830] large[2700 x=a430],large[26d0 x=8830] large[2700 x=a430],09,ee,5e,94b0,1
2409,large[26d0 x=87b0] large[2700 x=a3b0],large[26d0 x=87b0] large[2700 x=a3b0],09,ee,5e,9430,1
2410,large[26d0 x=8730] large[2700 x=a330],large[26d0 x=8730] large[2700 x=a330],09,ee,5e,93b0,1
2411,large[26d0 x=87e0] large[2700 x=a3e0],large[26d0 x=87e0] large[2700 x=a3e0],09,ee,5e,9460,1
2412,large[26d0 x=8890] large[2700 x=a490],large[26d0 x=8890] large[2700 x=a490],09,ee,5e,9510,1
2413,large[26d0 x=8940] large[2700 x=a540],large[26d0 x=8940] large[2700 x=a540],09,ee,5e,95c0,1
2414,large[26d0 x=89f0] large[2700 x=a5f0],large[26d0 x=89f0] large[2700 x=a5f0],09,ee,5e,9670,1
2415,large[26d0 x=8aa0] large[2700 x=a6a0],large[26d0 x=8aa0] large[2700 x=a6a0],09,ee,5e,9720,1
2416,large[26d0 x=8b50] large[2700 x=a750],large[26d0 x=8b50] large[2700 x=a750],09,ee,5e,97d0,1
2417,large[26d0 x=8c00] large[2700 x=a800],large[26d0 x=8c00] large[2700 x=a800],09,ee,5e,9880,1
2418,large[26d0 x=8cb0] large[2700 x=a8b0],large[26d0 x=8cb0] large[2700 x=a8b0],09,ee,5e,9930,1
2419,large[26d0 x=8d60] large[2700 x=a960],large[26d0 x=8d60] large[2700 x=a960],09,ee,5e,99e0,1
2420,large[26d0 x=8ce0] large[2700 x=a8e0],large[26d0 x=8ce0] large[2700 x=a8e0],09,ee,5e,9960,1
2421,large[26d0 x=8c60] large[2700 x=a860],large[26d0 x=8c60] large[2700 x=a860],09,ee,5e,98e0,1
2422,large[26d0 x=8be0] large[2700 x=a7e0],large[26d0 x=8be0] large[2700 x=a7e0],09,ee,5e,9860,1
2423,large[26d0 x=8b60] large[2700 x=a760],large[26d0 x=8b60] large[2700 x=a760],09,ee,5e,97e0,1
2424,large[26d0 x=8960] large[2700 x=a560],large[26d0 x=8960] large[2700 x=a560],09,ee,5e,95e0,1
2425,large[26d0 x=8760] large[2700 x=a360],large[26d0 x=8760] large[2700 x=a360],09,ee,5e,93e0,1
2426,large[26d0 x=8560] large[2700 x=a160],large[26d0 x=8560] large[2700 x=a160],09,ee,5e,91e0,1
2427,large[26d0 x=8360] large[2700 x=9f60],large[26d0 x=8360] large[2700 x=9f60],09,ee,5e,8fe0,1
2428,large[26d0 x=8160] large[2700 x=9d60],large[26d0 x=8160] large[2700 x=9d60],09,ee,5e,8de0,1
2429,large[26d0 x=7f60] large[2700 x=9b60],large[26d0 x=7f60] large[2700 x=9b60],09,ee,5e,8be0,1
2430,large[26d0 x=7d60] large[2700 x=9960],large[26d0 x=7d60] large[2700 x=9960],09,ee,5e,89e0,1
2431,large[26d0 x=7b60] large[2700 x=9760],large[26d0 x=7b60] large[2700 x=9760],09,ee,5e,87e0,1
2432,large[26d0 x=7960] large[2700 x=9560],large[26d0 x=7960] large[2700 x=9560],09,ee,5e,85e0,1
2433,large[26d0 x=7760] large[2700 x=9360],large[26d0 x=7760] large[2700 x=9360],09,ee,5e,83e0,1
2434,large[26d0 x=7560] large[2700 x=9160],large[26d0 x=7560] large[2700 x=9160],09,ee,5e,81e0,1
2435,large[26d0 x=7360] large[2700 x=8f60],large[26d0 x=7360] large[2700 x=8f60],09,ee,5e,7fe0,1
2436,large[26d0 x=7160] large[2700 x=8d60],large[26d0 x=7160] large[2700 x=8d60],09,ee,5e,7de0,1
2437,large[26d0 x=6f60] large[2700 x=8b60],large[26d0 x=6f60] large[2700 x=8b60],09,ee,5e,7be0,1
2438,large[26d0 x=6d60] large[2700 x=8960],large[26d0 x=6d60] large[2700 x=8960],09,ee,5e,79e0,1
2439,large[26d0 x=6b60] large[2700 x=8760],large[26d0 x=6b60] large[2700 x=8760],09,ee,5e,77e0,1
2440,large[26d0 x=6960] large[2700 x=8560],large[26d0 x=6960] large[2700 x=8560],09,ee,5e,75e0,1
2441,large[26d0 x=6760] large[2700 x=8360],large[26d0 x=6760] large[2700 x=8360],09,ee,5e,73e0,1
2442,large[26d0 x=6560] large[2700 x=8160],large[26d0 x=6560] large[2700 x=8160],09,ee,5e,71e0,1
2443,large[26d0 x=6360] large[2700 x=7f60],large[26d0 x=6360] large[2700 x=7f60],09,ee,5e,6fe0,1
2444,large[26d0 x=6160] large[2700 x=7d60],large[26d0 x=6160] large[2700 x=7d60],09,ee,5e,6de0,1
2445,large[26d0 x=5f60] large[2700 x=7b60],large[26d0 x=5f60] large[2700 x=7b60],09,ee,5e,6be0,1
2446,large[26d0 x=5d60] large[2700 x=7960],large[26d0 x=5d60] large[2700 x=7960],09,ee,5e,69e0,1
2447,large[26d0 x=5b60] large[2700 x=7760],large[26d0 x=5b60] large[2700 x=7760],09,ee,5e,67e0,1
2448,large[26d0 x=5960] large[2700 x=7560],large[26d0 x=5960] large[2700 x=7560],09,ee,5e,65e0,1
2449,large[26d0 x=5760] large[2700 x=7360],large[26d0 x=5760] large[2700 x=7360],09,ee,5e,63e0,1
2450,large[26d0 x=5560] large[2700 x=7160],large[26d0 x=5560] large[2700 x=7160],09,ee,5e,61e0,1
2451,large[26d0 x=5360] large[2700 x=6f60],large[26d0 x=5360] large[2700 x=6f60],09,ee,5e,5fe0,1
2452,large[26d0 x=5160] large[2700 x=6d60],large[26d0 x=5160] large[2700 x=6d60],09,ee,5e,5de0,1
2453,large[26d0 x=4f60] large[2700 x=6b60],large[26d0 x=4f60] large[2700 x=6b60],09,ee,5e,5be0,1
2454,large[26d0 x=4d60] large[2700 x=6960],large[26d0 x=4d60] large[2700 x=6960],09,ee,5e,59e0,1
2455,large[26d0 x=4b60] large[2700 x=6760],large[26d0 x=4b60] large[2700 x=6760],09,ee,5e,57e0,1
2456,large[26d0 x=4960] large[2700 x=6560],large[26d0 x=4960] large[2700 x=6560],09,ee,5e,55e0,1
2457,large[26d0 x=4760] large[2700 x=6360],large[26d0 x=4760] large[2700 x=6360],09,ee,5e,53e0,1
2458,large[26d0 x=4560] large[2700 x=6160],large[26d0 x=4560] large[2700 x=6160],09,ee,5e,51e0,1
2459,large[26d0 x=4360] large[2700 x=5f60],large[26d0 x=4360] large[2700 x=5f60],09,ee,5e,4fe0,1
